Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Matches,-9999
565,Steven Vitória,ca CAN,DF,Moreirense,34,1987,15.8,402,512,78.5,8807,3145,106,129,82.2,232,262,88.5,61,109,56.0,0,0.1,0.4,-0.1,2,22,0,0,23,Matches,9bc450e6
566,Odisseas Vlachodimos,gr GRE,GK,Benfica,27,1994,32.0,848,997,85.1,20448,12597,135,137,98.5,521,525,99.2,187,328,57.0,0,0.0,0.0,0.0,1,2,0,0,0,Matches,03df04ff
567,Ilija Vukotić,me MNE,MF,Boavista,22,1999,9.0,234,317,73.8,3938,1111,102,128,79.7,104,130,80.0,17,33,51.5,1,0.7,0.2,+0.3,6,18,0,0,18,Matches,8ff37fd4
568,Luca Waldschmidt,de GER,FWMF,Benfica,25,1996,1.6,39,51,76.5,661,144,17,21,81.0,17,21,81.0,3,5,60.0,0,0.2,0.1,-0.2,2,3,2,0,5,Matches,e5a35ae9
569,Walterson,br BRA,FWMF,Moreirense,26,1994,15.8,286,449,63.7,4210,1256,161,199,80.9,84,135,62.2,21,47,44.7,0,1.1,0.9,-1.1,14,22,17,3,28,Matches,8eebb330
570,Julian Weigl,de GER,MF,Benfica,25,1995,26.8,1670,1837,90.9,31505,8583,595,651,91.4,817,866,94.3,200,237,84.4,3,1.7,2.2,+1.3,16,163,18,1,138,Matches,346d51d9
571,Wendell,br BRA,DF,Porto,28,1993,10.6,627,730,85.9,9323,2471,347,379,91.6,214,244,87.7,37,60,61.7,1,2.2,2.3,-1.2,16,36,14,2,39,Matches,f9acca3a
572,Willyan,br BRA,DFMF,Portimonense,26,1995,23.7,935,1177,79.4,21628,8176,238,276,86.2,499,563,88.6,193,315,61.3,3,1.2,0.6,+1.8,10,58,2,0,59,Matches,577d7bf9
573,Bruno Wilson,pt POR,DF,Vizela,24,1996,15.8,493,628,78.5,11294,4580,106,124,85.5,286,319,89.7,98,167,58.7,0,0.0,0.2,0.0,1,43,1,0,37,Matches,965fc36d
574,Cláudio Winck,br BRA,DF,Marítimo,27,1994,28.6,883,1278,69.1,15694,7320,414,487,85.0,363,499,72.7,93,210,44.3,1,2.0,1.8,-1.0,25,66,20,10,69,Matches,a71dc814
575,Xadas,pt POR,MFFW,Marítimo,23,1997,14.6,380,549,69.2,7414,2440,148,176,84.1,159,203,78.3,59,131,45.0,2,2.0,1.4,0.0,24,65,8,4,46,Matches,4f182a8f
576,António Xavier,pt POR,FWMF,Estoril,29,1992,7.2,129,192,67.2,2124,533,77,98,78.6,32,44,72.7,17,31,54.8,0,0.4,0.4,-0.4,4,3,6,2,9,Matches,2225475a
577,Roman Yaremchuk,ua UKR,FW,Benfica,25,1995,11.9,171,214,79.9,2169,411,105,121,86.8,45,60,75.0,7,9,77.8,3,3.2,2.0,-0.2,15,13,12,0,22,Matches,cb641b9d
578,Hugues Zagbayou,ci CIV,MF,Vizela,31,1990,4.3,111,126,88.1,1637,438,59,59,100.0,41,48,85.4,3,7,42.9,1,0.4,0.1,+0.6,3,7,1,0,10,Matches,769808b7
579,Ivan Zlobin,ru RUS,GK,Famalicão,24,1997,1.0,21,28,75.0,529,351,2,2,100.0,13,14,92.9,6,12,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,d8fe652c
580,Kévin Zohi,ml MLI,FW,Vizela,24,1996,9.2,132,197,67.0,1995,454,77,97,79.4,47,68,69.1,6,14,42.9,1,0.3,0.3,+0.7,5,8,4,1,11,Matches,775185ae
581,Emilijus Zubas,lt LTU,GK,Arouca,31,1990,1.0,40,50,80.0,1001,762,9,9,100.0,19,19,100.0,12,22,54.5,0,0.0,0.0,0.0,0,0,0,0,0,Matches,5635834c
