Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Matches,-9999
379,Dirk Proper,nl NED,MF,NEC Nijmegen,19,2002,15.1,620,737,84.1,10184,2757,317,359,88.3,222,252,88.1,56,74,75.7,0,0.6,0.8,-0.6,12,52,5,0,48,Matches,77b49e13
380,Davy Pröpper,nl NED,MF,PSV Eindhoven,29,1991,3.2,135,173,78.0,2153,820,64,84,76.2,46,54,85.2,13,17,76.5,1,0.5,0.1,+0.5,2,15,4,0,19,Matches,fdd85f94
381,Robin Pröpper,nl NED,DF,Twente,27,1993,31.7,1640,2046,80.2,33123,13669,574,643,89.3,810,895,90.5,231,444,52.0,2,1.6,1.5,+0.4,11,134,9,0,119,Matches,996fc502
382,Giacomo Quagliata,it ITA,DF,Heracles Almelo,21,2000,28.3,1035,1538,67.3,17106,6860,523,615,85.0,401,572,70.1,85,223,38.1,2,2.9,3.5,-0.9,37,65,40,26,73,Matches,1b9c7401
383,André Ramalho,br BRA,DF,PSV Eindhoven,29,1992,18.8,1239,1449,85.5,24879,9717,393,425,92.5,690,742,93.0,144,249,57.8,2,0.6,1.8,+1.4,4,129,11,2,113,Matches,7483d9f9
384,Bart Ramselaar,nl NED,MFFW,Utrecht,25,1996,22.2,535,689,77.6,8625,2391,271,322,84.2,207,250,82.8,42,69,60.9,0,3.0,3.3,-3.0,19,60,28,8,63,Matches,74596f1a
385,Jan Ras,nl NED,MF,Heerenveen,22,1999,0.0,3,3,100.0,43,7,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,598ee1d6
386,Jacob Rasmussen,dk DEN,DF,Vitesse,24,1997,24.3,1143,1482,77.1,21232,9289,460,532,86.5,519,629,82.5,135,259,52.1,2,1.2,0.8,+0.8,12,84,10,1,85,Matches,283699b4
387,Daishawn Redan,nl NED,FWMF,Zwolle,20,2001,22.7,307,431,71.2,4215,941,184,227,81.1,101,131,77.1,9,12,75.0,3,2.9,2.5,+0.1,27,24,16,1,33,Matches,16b4260e
388,Youri Regeer,nl NED,DF,Ajax,17,2003,1.7,102,112,91.1,1938,556,27,32,84.4,64,67,95.5,9,10,90.0,0,0.1,0.2,-0.1,1,10,3,0,11,Matches,e0782abd
389,Gyan de Regt,nl NED,DF,Vitesse,18,2002,0.4,6,15,40.0,90,30,5,9,55.6,0,1,0.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,bae360fd
390,Eliano Reijnders,nl NED,DFMF,Zwolle,20,2000,14.1,380,556,68.3,5460,1866,217,276,78.6,126,182,69.2,15,40,37.5,1,1.5,1.4,-0.5,17,24,11,7,38,Matches,d32ef527
391,Tijjani Reijnders,nl NED,MF,AZ Alkmaar,23,1998,14.5,831,952,87.3,13528,2997,404,439,92.0,345,380,90.8,60,89,67.4,2,2.5,1.8,-0.5,16,82,15,1,64,Matches,afb61630
392,Devyne Rensch,nl NED,DF,Ajax,18,2003,8.9,519,598,86.8,8454,2239,252,272,92.6,220,243,90.5,36,53,67.9,1,1.7,2.8,-0.7,9,49,13,0,40,Matches,c5cbbcff
393,Marco Rente,de GER,DF,Heracles Almelo,24,1997,25.7,1142,1416,80.6,24084,8570,349,402,86.8,608,685,88.8,166,276,60.1,0,0.5,1.2,-0.5,5,88,4,2,83,Matches,ec76c977
394,Ben Rienstra,nl NED,MF,Fortuna Sittard,31,1990,23.9,689,893,77.2,11775,2959,315,378,83.3,299,368,81.3,59,93,63.4,3,1.7,1.6,+1.3,16,56,3,0,50,Matches,0f163eff
395,Thomas Rier,nl NED,DFFW,Cambuur,21,2000,0.2,1,1,100.0,7,7,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches,31c691d3
396,Mees Rijks,nl NED,MF,Utrecht,18,2003,0.1,1,1,100.0,18,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,449c6aae
397,Rocco Robert Shein,ee EST,MF,Utrecht,18,2003,0.6,30,35,85.7,584,71,9,11,81.8,15,16,93.8,4,5,80.0,0,0.0,0.0,0.0,0,3,0,0,0,Matches,2ea1013f
398,Godfried Roemeratoe,nl NED,MFDF,Willem II,21,1999,7.8,328,397,82.6,5776,1676,138,161,85.7,156,172,90.7,27,46,58.7,0,0.2,0.2,-0.2,3,31,2,0,29,Matches,a646b710
399,Ole Romeny,nl NED,FW,NEC Nijmegen,21,2000,1.9,38,58,65.5,548,64,21,30,70.0,10,13,76.9,3,5,60.0,0,0.0,0.0,0.0,1,3,1,0,1,Matches,3e17193f
400,Maximiliano Romero,ar ARG,FW,PSV Eindhoven,22,1999,1.9,48,70,68.6,429,71,26,34,76.5,7,12,58.3,0,1,0.0,2,1.5,1.6,+0.5,3,2,2,0,3,Matches,716e7308
401,Philippe Rommens,be BEL,MF,Go Ahead Eag,23,1997,30.0,988,1386,71.3,18320,6638,403,505,79.8,401,505,79.4,141,266,53.0,5,4.0,4.0,+1.0,48,127,24,8,120,Matches,318db7b4
402,Bart van Rooij,nl NED,DFMF,NEC Nijmegen,20,2001,33.0,1348,1771,76.1,23537,9210,586,698,84.0,602,752,80.1,128,217,59.0,2,2.8,2.9,-0.8,32,88,33,12,109,Matches,30fb2f9c
403,Ruben Roosken,nl NED,DF,Heracles Almelo,21,2000,5.4,197,278,70.9,3080,1149,97,117,82.9,83,114,72.8,10,32,31.3,1,0.7,0.9,+0.3,4,17,4,4,14,Matches,e9dc604a
404,Frank Ross,sct SCO,MFFW,Go Ahead Eag,23,1998,0.8,20,32,62.5,289,95,11,16,68.8,4,5,80.0,2,5,40.0,0,0.2,0.2,-0.2,1,1,0,0,1,Matches,4f6d9fb0
405,Llazaros Rota,gr GRE,DF,Fortuna Sittard,23,1997,2.0,86,106,81.1,1564,415,36,38,94.7,34,41,82.9,12,21,57.1,0,0.1,0.1,-0.1,1,3,2,1,5,Matches,2e9ddbfb
406,Daan Rots,nl NED,FW,Twente,20,2001,19.0,384,578,66.4,6135,1697,199,260,76.5,146,208,70.2,30,62,48.4,3,3.5,3.4,-0.5,17,30,22,7,45,Matches,d40b01f6
407,Robbin Ruiter,nl NED,GK,Willem II,34,1987,1.0,25,36,69.4,714,603,7,7,100.0,9,10,90.0,9,19,47.4,0,0.0,0.0,0.0,0,2,0,0,0,Matches,911680d8
408,Dries Saddiki,ma MAR,MF,Willem II,24,1996,29.8,586,882,66.4,9632,2991,294,386,76.2,224,324,69.1,51,100,51.0,2,1.7,1.3,+0.3,16,84,6,1,56,Matches,4eb9e87b
409,Michal Sadílek,cz CZE,MFDF,Twente,22,1999,28.7,1360,1771,76.8,23309,7624,660,757,87.2,501,624,80.3,154,306,50.3,2,3.6,4.8,-1.6,37,147,26,9,120,Matches,7c9fa389
410,Görkem Sağlam,de GER,MF,Willem II,23,1998,12.8,434,618,70.2,7591,1949,210,251,83.7,142,195,72.8,60,133,45.1,3,2.4,1.9,+0.6,32,39,15,1,41,Matches,651d9f0a
411,Anass Salah-Eddine,nl NED,DF,Ajax,19,2002,0.3,13,18,72.2,172,109,9,12,75.0,4,4,100.0,0,1,0.0,0,0.0,0.5,0.0,0,2,1,0,4,Matches,0d274394
412,Andreas Samaris,gr GRE,DFMF,Fortuna Sittard,32,1989,12.0,352,449,78.4,7320,2892,127,144,88.2,165,187,88.2,58,107,54.2,0,0.2,0.3,-0.2,3,27,3,0,22,Matches,5af687a1
413,David Sambissa,ga GAB,MFDF,Cambuur,25,1996,9.3,235,332,70.8,3790,1016,128,158,81.0,76,107,71.0,21,46,45.7,1,0.7,1.1,+0.3,8,10,11,3,15,Matches,e3c2a24e
414,Bassala Sambou,eng ENG,FW,Fortuna Sittard,23,1997,4.6,56,77,72.7,742,52,29,39,74.4,21,27,77.8,0,1,0.0,0,0.1,0.2,-0.1,1,1,2,0,2,Matches,ec2e64da
415,Philippe Sandler,nl NED,DF,Feyenoord,24,1997,0.6,37,44,84.1,786,297,9,10,90.0,21,23,91.3,6,10,60.0,0,0.0,0.0,0.0,0,3,0,0,2,Matches,60740e70
416,Ibrahim Sangaré,ci CIV,MF,PSV Eindhoven,23,1997,26.8,1766,2058,85.8,28566,9041,851,957,88.9,731,815,89.7,117,158,74.1,2,2.4,3.5,-0.4,22,224,20,3,166,Matches,bced0375
417,Amin Sarr,se SWE,FW,Heerenveen,20,2001,12.0,162,248,65.3,2251,403,100,137,73.0,42,63,66.7,10,16,62.5,1,2.5,2.2,-1.5,12,4,8,1,9,Matches,d5326924
418,Mustafa Saymak,nl NED,MF,Zwolle,28,1993,14.3,358,545,65.7,5852,1466,185,245,75.5,123,171,71.9,34,82,41.5,1,2.1,1.4,-1.1,14,36,8,1,30,Matches,7a544566
419,Sem Scheperman,nl NED,DF,Heracles Almelo,19,2002,0.2,10,13,76.9,173,34,4,4,100.0,5,6,83.3,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches,60faf301
420,Vincent Schippers,nl NED,DFFW,Willem II,20,2001,1.8,32,72,44.4,643,387,9,17,52.9,16,26,61.5,4,18,22.2,0,0.0,0.0,0.0,0,3,0,0,5,Matches,a7b42ecc
421,Doke Schmidt,nl NED,DF,Cambuur,29,1992,27.7,1222,1600,76.4,26276,8996,385,443,86.9,590,728,81.0,235,381,61.7,1,1.4,1.9,-0.4,8,101,7,4,77,Matches,6e313b86
422,Lasse Schöne,dk DEN,MF,NEC Nijmegen,35,1986,32.6,1590,1953,81.4,25602,10834,812,893,90.9,592,694,85.3,127,249,51.0,2,4.7,5.4,-2.7,55,178,26,7,135,Matches,c3a8bcd8
423,Lucas Schoofs,be BEL,MFDF,Heracles Almelo,24,1997,23.3,830,1050,79.0,15577,4790,328,386,85.0,367,427,85.9,105,159,66.0,2,1.2,1.2,+0.8,15,87,10,4,74,Matches,2a4828b3
424,Erik Schouten,nl NED,DF,Cambuur,29,1991,26.5,1297,1505,86.2,28168,8568,285,329,86.6,803,856,93.8,197,292,67.5,2,0.9,0.4,+1.1,5,57,2,0,69,Matches,952d12cf
425,Markus Schubert,de GER,GK,Vitesse,23,1998,19.5,520,808,64.4,15181,11154,99,102,97.1,220,231,95.2,201,471,42.7,0,0.0,0.1,0.0,0,14,2,0,2,Matches,289b90cd
426,Perr Schuurs,nl NED,DF,Ajax,21,1999,11.6,751,847,88.7,14333,5066,262,279,93.9,407,440,92.5,73,111,65.8,1,1.1,1.2,-0.1,7,87,7,0,53,Matches,e613313c
427,Jenson Seelt,nl NED,DF,PSV Eindhoven,18,2003,0.2,4,6,66.7,101,44,0,0,,3,3,100.0,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches,ec75ee25
428,Lisandro Semedo,cv CPV,FWMF,Fortuna Sittard,25,1996,5.2,77,123,62.6,1134,310,47,60,78.3,25,47,53.2,2,6,33.3,1,1.0,0.5,0.0,9,7,5,2,9,Matches,490328d4
429,Marcos Senesi,ar ARG,DF,Feyenoord,24,1997,28.3,1839,2174,84.6,35774,13722,645,710,90.8,953,1044,91.3,213,346,61.6,2,1.9,2.1,+0.1,17,188,19,1,139,Matches,35141f4c
430,Mats Seuntjens,nl NED,FWMF,Fortuna Sittard,29,1992,31.7,643,1016,63.3,13183,4480,250,321,77.9,253,367,68.9,121,238,50.8,4,5.0,4.6,-1.0,61,77,28,7,86,Matches,db159803
431,Stanislav Shopov,bg BUL,MF,Heerenveen,19,2002,0.0,0,2,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,7e35c530
432,Kaj Sierhuis,nl NED,FW,Heracles Almelo,23,1998,15.8,259,391,66.2,4045,1042,128,174,73.6,87,124,70.2,24,39,61.5,3,2.7,1.9,+0.3,20,23,11,3,30,Matches,9c2b1f11
433,Elias Sierra,be BEL,MFFW,Heracles Almelo,19,2001,4.3,92,131,70.2,1714,501,40,49,81.6,31,39,79.5,16,26,61.5,1,0.8,0.4,+0.2,8,7,6,2,6,Matches,cee66fd1
434,Luis Sinisterra,co COL,FW,Feyenoord,22,1999,26.7,985,1199,82.2,13831,2757,593,692,85.7,273,337,81.0,62,80,77.5,7,6.7,5.8,+0.3,60,68,43,1,85,Matches,8e16dd48
435,Dimitris Siovas,gr GRE,DF,Fortuna Sittard,32,1988,11.2,371,505,73.5,7552,3090,121,142,85.2,190,236,80.5,57,109,52.3,0,0.4,0.4,-0.4,3,34,7,2,29,Matches,92d38e6c
436,Gijs Smal,nl NED,DF,Twente,23,1997,20.8,967,1325,73.0,16160,6666,475,548,86.7,387,505,76.6,79,198,39.9,2,3.3,3.5,-1.3,29,89,31,14,84,Matches,0eb4a4f3
437,Bryan Smeets,nl NED,MF,Sparta R'dam,28,1992,16.4,627,819,76.6,11995,3573,269,318,84.6,237,286,82.9,103,169,60.9,2,2.1,2.4,-0.1,28,71,20,8,56,Matches,e7809a03
438,Milan Smit,nl NED,FWMF,Cambuur,18,2003,0.7,5,13,38.5,45,0,3,8,37.5,1,3,33.3,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,a61ff812
439,Sven Sonnenberg,de GER,DF,Heracles Almelo,22,1999,5.3,237,274,86.5,5072,1635,53,58,91.4,157,161,97.5,25,49,51.0,0,0.0,0.1,0.0,0,7,1,1,11,Matches,5a7c3705
440,Kamal Sowah,gh GHA,FWMF,AZ Alkmaar,21,2000,1.8,42,66,63.6,628,136,19,29,65.5,19,22,86.4,2,6,33.3,1,0.1,0.1,+0.9,2,4,1,0,4,Matches,74b7375f
441,Wesley Spieringhs,nl NED,MFFW,Willem II,19,2002,1.1,27,38,71.1,426,183,13,18,72.2,12,15,80.0,1,2,50.0,0,0.0,0.0,0.0,1,6,0,0,4,Matches,c7b02f0e
442,Tommy St. Jago,nl NED,DF,Utrecht,21,2000,2.2,98,130,75.4,2043,752,30,37,81.1,54,60,90.0,13,27,48.1,0,0.0,0.0,0.0,0,4,0,0,8,Matches,d47df60d
443,Casper Staring,nl NED,MF,Twente,20,2001,1.1,57,76,75.0,965,207,27,33,81.8,25,31,80.6,4,8,50.0,0,0.1,0.1,-0.1,2,10,1,1,5,Matches,f4693feb
444,Maarten Stekelenburg,nl NED,GK,Ajax,38,1982,7.0,222,274,81.0,6387,5055,38,38,100.0,110,112,98.2,74,123,60.2,0,0.0,0.0,0.0,0,4,0,0,0,Matches,fefce889
445,Filip Stevanovic,rs SRB,FWMF,Heerenveen,18,2002,9.5,163,222,73.4,1979,344,112,140,80.0,36,48,75.0,3,13,23.1,1,0.6,0.5,+0.4,8,3,6,0,10,Matches,50f823d3
446,Sonny Stevens,nl NED,GK,Cambuur,29,1992,28.9,996,1365,73.0,29829,22838,179,181,98.9,414,420,98.6,400,753,53.1,0,0.0,0.1,0.0,0,14,0,0,0,Matches,7566ef9b
447,Finn Stokkers,nl NED,FWMF,RKC Waalwijk,25,1996,12.4,246,376,65.4,3200,632,169,233,72.5,41,79,51.9,16,22,72.7,4,3.6,2.6,+0.4,23,16,11,3,17,Matches,722a26e2
448,Jørgen Strand Larsen,no NOR,FW,Groningen,21,2000,26.0,301,480,62.7,4566,631,151,233,64.8,103,150,68.7,25,34,73.5,2,1.4,1.3,+0.6,19,27,4,0,17,Matches,f553b2b3
449,Sander van de Streek,nl NED,MFFW,Utrecht,28,1993,17.3,315,520,60.6,4665,1639,176,261,67.4,99,146,67.8,21,46,45.7,1,3.6,2.4,-2.6,21,32,23,4,50,Matches,9afce63a
450,Rico Strieder,de GER,MF,Zwolle,29,1992,16.1,532,701,75.9,9081,2913,228,277,82.3,232,280,82.9,47,88,53.4,1,0.7,0.6,+0.3,9,54,3,2,56,Matches,074b9902
451,Yukinari Sugawara,jp JPN,DFFW,AZ Alkmaar,21,2000,29.3,1441,1848,78.0,25019,8199,693,771,89.9,569,712,79.9,137,263,52.1,3,4.4,5.8,-1.4,34,107,47,27,105,Matches,580bcd18
452,Tomáš Suslov,sk SVK,MFFW,Groningen,19,2002,26.1,558,809,69.0,11576,3130,201,255,78.8,249,308,80.8,100,204,49.0,4,3.2,3.3,+0.8,29,56,25,9,48,Matches,83fe71b8
453,Max Svensson,se SWE,FWMF,Willem II,23,1998,21.2,376,627,60.0,6314,1885,187,252,74.2,129,200,64.5,42,106,39.6,4,3.1,3.5,+0.9,24,24,19,11,38,Matches,6d902017
454,Marin Šverko,hr CRO,DF,Groningen,23,1998,11.1,488,615,79.3,10533,3726,135,151,89.4,275,316,87.0,74,128,57.8,0,0.6,0.6,-0.6,5,36,4,0,39,Matches,06dba850
455,Moussa Sylla,fr FRA,FW,Utrecht,21,1999,15.3,239,457,52.3,3685,1340,127,197,64.5,81,140,57.9,18,49,36.7,3,3.2,2.8,-0.2,30,25,16,13,28,Matches,d8b97bb3
456,Adrian Szöke,hu HUN,FWMF,Heracles Almelo,23,1998,1.6,18,27,66.7,231,42,9,13,69.2,5,6,83.3,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches,692ab0c7
457,Mohamed Taabouni,nl NED,FW,AZ Alkmaar,19,2002,0.1,5,5,100.0,73,6,3,3,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,Matches,df4153d2
458,Dušan Tadić,rs SRB,FW,Ajax,32,1988,32.6,1197,1746,68.6,18190,5993,654,798,82.0,390,548,71.2,89,214,41.6,19,18.8,23.6,+0.2,140,49,137,45,155,Matches,2475dcc6
459,Nicolás Tagliafico,ar ARG,DF,Ajax,28,1992,10.4,611,744,82.1,9754,3534,308,341,90.3,264,318,83.0,29,48,60.4,2,1.8,3.3,+0.2,13,48,21,4,57,Matches,f0661424
460,Anas Tahiri,be BEL,MF,Heerenveen,26,1995,11.0,456,552,82.6,7146,1894,246,271,90.8,150,174,86.2,39,71,54.9,1,1.0,0.9,0.0,14,33,11,0,37,Matches,e43e11a0
461,Oussama Tannane,ma MAR,MFFW,Vitesse,27,1994,2.3,79,113,69.9,1266,424,43,57,75.4,22,28,78.6,10,22,45.5,0,0.6,0.6,-0.6,5,10,6,1,13,Matches,730bd100
462,Elayis Tavsan,nl NED,FWMF,NEC Nijmegen,20,2001,24.9,523,664,78.8,7476,912,296,342,86.5,181,215,84.2,22,40,55.0,1,3.1,3.0,-2.1,25,20,13,4,20,Matches,928143e7
463,Kenneth Taylor,nl NED,MF,Ajax,19,2002,6.5,336,400,84.0,4551,1426,204,228,89.5,98,116,84.5,13,21,61.9,3,1.3,2.2,+1.7,8,39,18,0,37,Matches,ad9b2747
464,Mike te Wierik,nl NED,DF,Groningen,29,1992,23.8,1119,1350,82.9,23023,6633,259,309,83.8,691,767,90.1,147,226,65.0,0,0.3,0.4,-0.3,4,52,3,0,60,Matches,11fde8d3
465,Slobodan Tedić,rs SRB,FW,Zwolle,21,2000,13.2,174,298,58.4,2343,381,102,169,60.4,55,80,68.8,8,12,66.7,0,0.7,0.5,-0.7,8,17,3,0,8,Matches,477ac4d2
466,Tesfaldet Tekie,se SWE,MF,Fortuna Sittard,24,1997,23.5,663,897,73.9,12928,4503,254,305,83.3,266,333,79.9,119,191,62.3,3,3.1,2.1,-0.1,21,90,27,5,81,Matches,ed16934e
467,Hidde ter Avest,nl NED,DF,Utrecht,24,1997,20.4,852,1183,72.0,13488,5816,451,526,85.7,311,420,74.0,59,141,41.8,2,2.4,1.3,-0.4,15,65,21,6,72,Matches,18f9dbd0
468,Jasper Ter Heide,nl NED,MFDF,Cambuur,22,1999,5.3,125,192,65.1,2139,870,49,63,77.8,62,89,69.7,10,23,43.5,0,0.4,0.4,-0.4,1,11,4,1,16,Matches,2c8dc102
469,Jordan Teze,nl NED,DF,PSV Eindhoven,21,1999,22.7,1191,1418,84.0,21214,7885,524,578,90.7,541,610,88.7,106,176,60.2,4,1.4,1.9,+2.6,15,123,17,2,96,Matches,82e9b1bb
470,Ryan Thomas,nz NZL,MFFW,PSV Eindhoven,26,1994,2.2,105,129,81.4,1833,512,48,52,92.3,43,49,87.8,11,21,52.4,0,0.4,0.5,-0.4,5,12,1,1,7,Matches,95efdac2
471,Lennart Thy,de GER,FWMF,Sparta R'dam,29,1992,26.5,508,840,60.5,7473,1936,290,422,68.7,143,230,62.2,37,75,49.3,1,1.7,1.2,-0.7,19,58,12,2,53,Matches,af31925d
472,Guus Til,nl NED,MF,Feyenoord,23,1997,28.6,550,748,73.5,7054,1775,341,417,81.8,152,199,76.4,14,26,53.8,3,4.0,4.2,-1.0,36,59,16,0,57,Matches,6e44569a
473,Jurriën Timber,nl NED,DF,Ajax,20,2001,28.3,2104,2306,91.2,35821,11616,897,968,92.7,1063,1122,94.7,107,144,74.3,2,1.7,2.8,+0.3,16,247,15,0,161,Matches,41034650
474,Quinten Timber,nl NED,MF,Utrecht,20,2001,26.1,713,920,77.5,11403,3769,362,442,81.9,267,317,84.2,53,78,67.9,3,2.0,2.6,+1.0,23,98,29,5,88,Matches,803e7aca
475,Mickaël Tirpan,be BEL,DF,Fortuna Sittard,27,1993,22.0,738,1105,66.8,13060,5119,329,394,83.5,313,442,70.8,79,185,42.7,1,2.0,1.5,-1.0,15,45,17,8,53,Matches,43156df9
476,Marco Tol,nl NED,DF,Cambuur,23,1998,13.6,523,651,80.3,11211,2976,118,144,81.9,326,366,89.1,72,119,60.5,1,0.4,0.2,+0.6,1,14,1,0,20,Matches,52cc3dc1
477,Jens Toornstra,nl NED,MFFW,Feyenoord,32,1989,19.9,717,1016,70.6,13217,4545,336,398,84.4,251,339,74.0,109,202,54.0,3,5.2,4.6,-2.2,45,108,48,14,111,Matches,ade993b9
478,Ahmed Touba,dz ALG,DF,RKC Waalwijk,23,1998,27.7,948,1201,78.9,18846,6960,298,357,83.5,530,601,88.2,109,194,56.2,1,0.6,1.0,+0.4,7,67,8,1,77,Matches,f25de136
479,Gernot Trauner,at AUT,DF,Feyenoord,29,1992,29.2,1897,2127,89.2,36300,14067,676,728,92.9,1002,1085,92.4,200,262,76.3,1,0.7,1.4,+0.3,11,137,4,1,130,Matches,9d21da85
480,Sondre Tronstad,no NOR,MF,Vitesse,25,1995,29.4,1216,1498,81.2,20770,6766,559,654,85.5,486,575,84.5,127,176,72.2,0,1.3,2.1,-1.3,21,159,22,7,135,Matches,50e41224
481,Giovanni Troupée,nl NED,DF,Twente,23,1998,18.9,638,865,73.8,10304,3386,324,383,84.6,274,372,73.7,29,71,40.8,1,0.6,1.3,+0.4,7,33,5,1,30,Matches,5bf23e30
482,Turan Tuzlacik,nl NED,DFMF,Go Ahead Eag,20,2001,0.1,7,9,77.8,87,10,4,5,80.0,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,863d9dd0
483,Manfred Ugalde,cr CRC,FWMF,Twente,19,2002,7.2,91,132,68.9,1287,279,50,63,79.4,35,49,71.4,2,3,66.7,2,1.2,0.5,+0.8,8,5,5,0,7,Matches,30c4aa75
484,Roberts Uldriķis,lv LVA,FW,Cambuur,23,1998,17.1,264,450,58.7,3323,651,159,232,68.5,64,120,53.3,11,27,40.7,0,2.1,1.1,-2.1,12,24,6,0,24,Matches,9c86b2b8
485,Lars Unnerstall,de GER,GK,Twente,31,1990,32.0,671,1046,64.1,20110,15469,141,142,99.3,276,280,98.6,252,619,40.7,0,0.0,0.1,0.0,1,23,0,0,0,Matches,4b1793b0
486,Etienne Vaessen,nl NED,GK,RKC Waalwijk,26,1995,31.0,869,1322,65.7,30669,24907,116,117,99.1,307,322,95.3,441,870,50.7,2,0.4,0.2,+1.6,3,33,2,0,0,Matches,5622d68b
487,Amourrichio Van Axel Dongen,nl NED,FW,Ajax,16,2004,0.1,1,1,100.0,8,2,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,478f023e
488,Dave Van Den Berg,nl NED,MF,Utrecht,21,2000,0.0,0,2,0.0,0,0,0,0,,0,2,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,d3ea4a10
489,Dario Van den Buijs,be BEL,DF,RKC Waalwijk,25,1995,11.7,450,613,73.4,9873,4828,128,152,84.2,227,270,84.1,90,173,52.0,0,0.1,0.5,-0.1,2,46,5,0,40,Matches,0a236449
490,Simon Van Duivenbooden,nl NED,MF,Vitesse,19,2002,0.3,0,5,0.0,0,0,0,3,0.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,a50af160
491,Syb Van Ottele,nl NED,DF,Heerenveen,19,2002,2.2,84,110,76.4,1857,696,25,29,86.2,44,50,88.0,15,27,55.6,0,0.0,0.0,0.0,0,8,1,0,11,Matches,341dc28c
492,Henk Veerman,nl NED,FW,Heerenveen,28,1993,17.3,241,372,64.8,3239,593,145,209,69.4,67,100,67.0,11,22,50.0,0,1.9,1.6,-1.9,19,25,6,0,21,Matches,e1a1b481
493,Henk Veerman,nl NED,FWMF,Utrecht,28,1993,4.6,55,121,45.5,820,198,31,58,53.4,18,37,48.6,3,7,42.9,0,0.1,0.1,-0.1,1,9,2,0,8,Matches,e1a1b481
494,Joey Veerman,nl NED,MF,Heerenveen,22,1998,16.9,803,1108,72.5,16558,7311,300,353,85.0,326,400,81.5,158,286,55.2,6,4.8,5.3,+1.2,43,133,27,2,131,Matches,18fae4ac
495,Joey Veerman,nl NED,MFFW,PSV Eindhoven,22,1998,11.5,626,809,77.4,11227,3637,293,334,87.7,213,269,79.2,96,151,63.6,5,3.2,2.7,+1.8,21,107,25,3,74,Matches,18fae4ac
496,Calvin Verdonk,nl NED,DFMF,NEC Nijmegen,24,1997,10.7,435,589,73.9,7172,3080,203,239,84.9,186,234,79.5,33,74,44.6,1,0.7,0.6,+0.3,7,32,10,4,28,Matches,bf2b4026
497,Hobie Verhulst,nl NED,GK,AZ Alkmaar,28,1993,2.0,37,55,67.3,997,773,8,8,100.0,20,20,100.0,9,27,33.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches,9f82f7c2
498,Thibaud Verlinden,be BEL,FW,Fortuna Sittard,22,1999,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,e5c026d6
499,Michael Verrips,nl NED,GK,Fortuna Sittard,24,1996,2.0,53,75,70.7,1446,1092,11,11,100.0,25,27,92.6,16,36,44.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches,424595d5
500,Arno Verschueren,be BEL,MF,Sparta R'dam,24,1997,10.7,202,328,61.6,3308,1201,108,141,76.6,66,110,60.0,22,54,40.7,1,0.4,0.3,+0.6,7,29,7,1,31,Matches,0ae2b36f
501,Yorbe Vertessen,be BEL,FWMF,PSV Eindhoven,20,2001,8.9,161,237,67.9,1968,439,103,127,81.1,39,56,69.6,4,7,57.1,3,1.8,2.4,+1.2,17,5,9,2,14,Matches,e8ef59da
502,Javier Vet,nl NED,MFFW,NEC Nijmegen,27,1993,6.2,117,197,59.4,1806,617,71,100,71.0,34,53,64.2,8,19,42.1,1,0.3,0.3,+0.7,4,11,3,0,17,Matches,4cdcb529
503,Nick Viergever,nl NED,DF,PSV Eindhoven,31,1989,0.1,4,4,100.0,79,48,1,1,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,e38f1636
504,Peter Vindahl Jensen,dk DEN,GK,AZ Alkmaar,23,1998,32.0,933,1317,70.8,25929,19298,221,223,99.1,389,396,98.2,320,688,46.5,0,0.0,0.1,0.0,0,20,1,0,0,Matches,7b433ed0
505,Carlos Vinícius,br BRA,FW,PSV Eindhoven,26,1995,12.3,193,265,72.8,2237,458,121,152,79.6,47,60,78.3,3,6,50.0,6,5.1,3.3,+0.9,27,8,14,0,20,Matches,8b529245
