Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
388,Paulo Oliveira,pt POR,DF,Braga,29,1992,26.1,1,7,1,14.3,0.27,0.04,0.14,1.00,11.7,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches,a8fbae1d
389,Rúben Alexandre Gomes Oliveira,pt POR,MFFW,Santa Clara,26,1994,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0677feec
390,Sérgio Oliveira,pt POR,MF,Porto,29,1992,4.4,2,13,3,23.1,2.94,0.68,0.15,0.67,23.5,6,0,0,0.8,0.8,0.06,+1.2,+1.2,Matches,947e036f
391,Nicolás Otamendi,ar ARG,DF,Benfica,33,1988,27.4,0,21,2,9.5,0.77,0.07,0.00,0.00,10.2,0,0,0,2.0,2.0,0.09,-2.0,-2.0,Matches,0d267745
392,Otávio,pt POR,MFFW,Porto,26,1995,29.5,3,50,11,22.0,1.69,0.37,0.06,0.27,17.2,0,0,0,6.2,6.2,0.12,-3.2,-3.2,Matches,28b1f3ce
393,João Othavio Basso,br BRA,DF,Arouca,24,1997,32.5,3,31,7,22.6,0.96,0.22,0.03,0.14,14.3,0,2,3,4.5,2.1,0.07,-1.5,-1.1,Matches,86c79c42
394,Pablo,br BRA,FW,Famalicão,17,2004,2.0,0,2,0,0.0,1.00,0.00,0.00,,8.4,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches,866ba412
395,Fábio Pacheco,pt POR,MF,Moreirense,33,1988,20.6,0,8,3,37.5,0.39,0.15,0.00,0.00,26.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,b74fb61f
396,João Palhinha,pt POR,MF,Sporting CP,26,1995,20.8,3,27,11,40.7,1.30,0.53,0.11,0.27,16.2,0,0,0,2.8,2.8,0.11,+0.2,+0.2,Matches,a78ff07f
397,Mateus Pasinato,br BRA,GK,Moreirense,29,1992,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f16f9b47
398,Jean Patric,br BRA,FWMF,Santa Clara,24,1997,6.3,2,15,6,40.0,2.40,0.96,0.13,0.33,18.4,0,0,0,1.2,1.2,0.08,+0.8,+0.8,Matches,76eba96a
399,Patrick,br BRA,DF,Estoril,24,1997,11.5,0,12,2,16.7,1.04,0.17,0.00,0.00,18.8,2,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches,e857a755
400,Patrick,br BRA,MF,Santa Clara,22,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,44525f32
401,Paulinho,pt POR,FWMF,Sporting CP,28,1992,26.4,11,77,27,35.1,2.92,1.02,0.14,0.41,12.0,0,0,0,12.8,12.8,0.17,-1.8,-1.8,Matches,a62c16d0
402,André Paulo,pt POR,GK,Sporting CP,24,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,cbbd81b8
403,Marcos Paulo,br BRA,FWMF,Famalicão,20,2001,7.6,0,10,1,10.0,1.32,0.13,0.00,0.00,17.0,0,0,0,1.1,1.1,0.11,-1.1,-1.1,Matches,d70a5433
404,Marcos Paulo,br BRA,MF,Vizela,33,1988,18.8,3,21,5,23.8,1.12,0.27,0.10,0.40,21.2,2,1,1,2.5,1.7,0.08,+0.5,+0.3,Matches,83f860ef
405,Pedrão,br BRA,DF,Portimonense,24,1997,27.8,0,18,5,27.8,0.65,0.18,0.00,0.00,15.5,0,0,0,1.4,1.4,0.08,-1.4,-1.4,Matches,5eca05bc
406,João Pedro,pt POR,MF,Tondela,28,1993,21.3,8,21,7,33.3,0.98,0.33,0.05,0.14,31.1,0,7,7,6.4,0.9,0.04,+1.6,+0.1,Matches,c51a704e
407,Pedro Pelágio,pt POR,MF,Marítimo,21,2000,11.1,0,12,3,25.0,1.08,0.27,0.00,0.00,27.8,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches,78362f0a
408,Alexandre Penetra,pt POR,DF,Famalicão,19,2001,28.9,1,5,1,20.0,0.17,0.03,0.20,1.00,11.1,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches,df4b73f0
409,Pepe,pt POR,DF,Porto,38,1983,19.9,1,14,4,28.6,0.70,0.20,0.07,0.25,10.4,0,0,0,1.0,1.0,0.07,0.0,0.0,Matches,c906ce0f
410,Pepê,br BRA,MFDF,Porto,24,1997,15.1,4,24,10,41.7,1.59,0.66,0.17,0.40,13.3,0,0,0,5.9,5.9,0.24,-1.9,-1.9,Matches,fc4e7637
411,Francisco Pereira,pt POR,MF,Boavista,19,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,526d48b5
412,Marco André Rocha Pereira,pt POR,GK,Santa Clara,34,1987,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5cd73451
413,Sebastián Pérez Cardona,co COL,MF,Boavista,28,1993,25.1,0,12,1,8.3,0.48,0.04,0.00,0.00,24.3,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,42a833ab
414,Luiz Phellype,br BRA,FW,Santa Clara,27,1993,3.1,0,6,1,16.7,1.96,0.33,0.00,0.00,16.4,0,0,0,0.8,0.8,0.14,-0.8,-0.8,Matches,94130fc4
415,Thibang Phete,za RSA,MFDF,B-SAD,27,1994,20.5,0,10,1,10.0,0.49,0.05,0.00,0.00,14.1,0,0,0,1.1,1.1,0.11,-1.1,-1.1,Matches,a1ba943c
416,Lucas Piazon,br BRA,MFFW,Braga,27,1994,4.0,0,5,2,40.0,1.25,0.50,0.00,0.00,24.0,1,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,f201798c
417,Charles Pickel,ch SUI,MF,Famalicão,24,1997,26.3,0,11,1,9.1,0.42,0.04,0.00,0.00,27.0,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches,f71ad8cb
418,Rodrigo Pinho,br BRA,FW,Benfica,30,1991,0.9,1,3,1,33.3,3.21,1.07,0.33,1.00,19.5,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches,5db20508
419,Dinis Pinto,pt POR,MF,Braga,20,2000,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a968014d
420,Felipe Pires,br BRA,FWMF,Moreirense,26,1995,12.9,1,13,5,38.5,1.01,0.39,0.08,0.20,20.8,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches,2cd3d3ce
421,Rui Pires,pt POR,MF,Paços,23,1998,13.4,0,5,1,20.0,0.37,0.07,0.00,0.00,24.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,25ad51a5
422,Pité,pt POR,MF,Arouca,26,1994,10.8,1,22,6,27.3,2.04,0.56,0.05,0.17,20.0,0,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches,4c86d05d
423,Pizzi,pt POR,MFFW,Benfica,31,1989,3.6,1,5,1,20.0,1.39,0.28,0.20,1.00,19.1,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches,96094cbc
424,Jackson Porozo,ec ECU,DF,Boavista,20,2000,23.8,0,10,2,20.0,0.42,0.08,0.00,0.00,9.0,0,0,0,1.5,1.5,0.15,-1.5,-1.5,Matches,7d704e92
425,Pedro Porro,es ESP,DFMF,Sporting CP,21,1999,18.2,4,35,8,22.9,1.92,0.44,0.06,0.25,23.7,2,2,2,3.0,1.5,0.04,+1.0,+0.5,Matches,27d0a506
426,Samuel Portugal,br BRA,GK,Portimonense,27,1994,30.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,554067e3
427,Lucas Possignolo,br BRA,DF,Portimonense,27,1994,22.9,2,10,5,50.0,0.44,0.22,0.20,0.40,11.0,0,0,0,0.9,0.9,0.09,+1.1,+1.1,Matches,2118c8c0
428,Quaresma,br BRA,DF,Arouca,24,1996,27.0,0,18,2,11.1,0.67,0.07,0.00,0.00,26.4,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches,b7734738
429,Ricardo Quaresma,pt POR,FWMF,Vitória,37,1983,10.9,2,39,9,23.1,3.58,0.83,0.05,0.22,20.2,7,0,0,3.6,3.6,0.09,-1.6,-1.6,Matches,6b6d252d
430,Diogo Queirós,pt POR,DF,Famalicão,22,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,27ea1df6
431,Nemanja Radonjić,rs SRB,DFMF,Benfica,25,1996,1.5,0,3,1,33.3,1.96,0.65,0.00,0.00,18.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,0630eb63
432,Álvaro Ramalho,pt POR,GK,B-SAD,22,1999,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0fc0cee3
433,Cláudio Ramos,pt POR,GK,Porto,29,1991,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,23505094
434,Flávio Ramos,br BRA,DF,Paços,27,1994,8.7,0,8,1,12.5,0.92,0.11,0.00,0.00,16.5,1,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,4afc5a5a
435,Gonçalo Ramos,pt POR,FWMF,Benfica,20,2001,17.9,7,55,23,41.8,3.08,1.29,0.13,0.30,12.3,0,0,0,8.6,8.6,0.16,-1.6,-1.6,Matches,f63cda26
436,Rafael Ramos,pt POR,DF,Santa Clara,26,1995,20.7,0,11,0,0.0,0.53,0.00,0.00,,24.6,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,f8ddf51c
437,Rúben Ramos,pt POR,MFDF,Moreirense,22,1999,4.2,0,3,1,33.3,0.72,0.24,0.00,0.00,21.0,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches,0ea6e37d
438,Osama Rashid,iq IRQ,MF,Vizela,29,1992,6.5,0,8,3,37.5,1.23,0.46,0.00,0.00,22.0,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches,fcbd5139
439,Bruno Reis,pt POR,MF,Portimonense,22,1999,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e589e6b8
440,Matheus Reis,br BRA,DF,Sporting CP,26,1995,23.0,2,11,4,36.4,0.48,0.17,0.18,0.50,15.9,0,0,0,1.0,1.0,0.09,+1.0,+1.0,Matches,ae1159bf
441,Miguel Reisinho,pt POR,FWMF,Boavista,22,1999,0.5,0,1,1,100.0,2.14,2.14,0.00,0.00,8.0,0,0,0,0.2,0.2,0.20,-0.2,-0.2,Matches,61d340fb
442,Filipe Relvas,pt POR,DF,Portimonense,21,1999,17.9,0,16,5,31.3,0.90,0.28,0.00,0.00,11.4,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches,15c259f4
443,Tomás Reymão,pt POR,MF,Boavista,23,1998,3.8,0,2,0,0.0,0.52,0.00,0.00,,32.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,a86fee7f
444,Eduardo Ribeiro,pt POR,MF,Braga,20,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2ada2f6a
445,Henrique Ribeiro,pt POR,DF,B-SAD,19,2002,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5524044b
446,Tomás Ribeiro,pt POR,DF,B-SAD,22,1999,17.0,0,9,2,22.2,0.53,0.12,0.00,0.00,17.2,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches,6603fa16
447,Ricardinho,br BRA,FW,Marítimo,20,2001,5.1,1,6,1,16.7,1.17,0.19,0.17,1.00,12.3,0,0,0,1.0,1.0,0.17,0.0,0.0,Matches,45a1777c
448,Ricardinho,pt POR,FWMF,Santa Clara,22,1998,24.0,5,36,15,41.7,1.50,0.63,0.14,0.33,18.8,0,0,0,3.3,3.3,0.09,+1.7,+1.7,Matches,e472d4da
449,André Ricardo,pt POR,FWMF,Famalicão,20,2000,0.8,0,4,1,25.0,4.93,1.23,0.00,0.00,17.1,0,0,0,0.6,0.6,0.15,-0.6,-0.6,Matches,20459caf
450,Riccieli,br BRA,DF,Famalicão,22,1998,24.2,3,21,5,23.8,0.87,0.21,0.14,0.60,9.8,0,0,0,2.5,2.5,0.12,+0.5,+0.5,Matches,9c026a2f
451,Rochinha,pt POR,FWMF,Vitória,26,1995,21.7,5,50,20,40.0,2.31,0.92,0.10,0.25,20.2,2,0,0,3.4,3.4,0.07,+1.6,+1.6,Matches,c738a5ec
452,Bruno Rodrigues,pt POR,DF,Braga,20,2001,6.4,0,1,0,0.0,0.16,0.00,0.00,,8.3,0,0,0,0.2,0.2,0.15,-0.2,-0.2,Matches,2ab7149e
453,Ivo Rodrigues,pt POR,FWMF,Famalicão,26,1995,20.7,1,37,10,27.0,1.79,0.48,0.03,0.10,21.1,7,0,1,4.6,3.8,0.10,-3.6,-2.8,Matches,fb6c0681
454,Pedro Rodrigues,pt POR,MF,Famalicão,24,1997,30.6,5,27,9,33.3,0.88,0.29,0.11,0.33,26.2,2,2,2,3.0,2.1,0.08,+2.0,+0.9,Matches,20df3aaf
455,Julio Romão,br BRA,MFDF,Santa Clara,23,1998,4.0,0,2,0,0.0,0.50,0.00,0.00,,29.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,fef20ac5
456,Lazar Rosić,rs SRB,DF,Moreirense,28,1993,28.0,0,13,3,23.1,0.46,0.11,0.00,0.00,11.6,0,0,0,1.3,1.3,0.10,-1.3,-1.3,Matches,3c285843
457,Loreintz Rosier,fr FRA,MF,Estoril,22,1998,25.5,3,30,9,30.0,1.18,0.35,0.10,0.33,14.9,0,0,0,2.6,2.6,0.09,+0.4,+0.4,Matches,19b28f22
458,Iván Rossi,ar ARG,MF,Marítimo,27,1993,19.1,0,9,0,0.0,0.47,0.00,0.00,,26.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,8c6c6096
459,Abel Ruiz,es ESP,FWMF,Braga,21,2000,15.4,2,19,5,26.3,1.24,0.33,0.11,0.40,15.9,0,0,0,3.2,3.2,0.17,-1.2,-1.2,Matches,6cbf8d0d
460,Alan Ruiz,ar ARG,MF,Arouca,27,1993,5.2,1,11,4,36.4,2.12,0.77,0.09,0.25,24.7,2,0,0,0.4,0.4,0.03,+0.6,+0.6,Matches,8fe2101a
461,Leonardo Ruíz,co COL,FW,Estoril,25,1996,9.7,3,18,8,44.4,1.85,0.82,0.11,0.25,15.3,0,1,1,2.9,2.1,0.12,+0.1,-0.1,Matches,5ed6bf7a
462,Helder Sá,pt POR,DF,Vitória,18,2002,5.6,0,2,0,0.0,0.36,0.00,0.00,,26.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,85797372
463,Pedro Sá,pt POR,MF,Portimonense,27,1993,12.0,1,7,2,28.6,0.58,0.17,0.14,0.50,22.0,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches,7dfb980a
464,Tiago Sá,pt POR,GK,Braga,26,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,fd834d1d
465,Falaye Sacko,ml MLI,DF,Vitória,26,1995,10.3,1,3,1,33.3,0.29,0.10,0.00,0.00,21.0,0,1,1,1.0,0.2,0.07,0.0,-0.2,Matches,6388e356
466,Jorge Sáenz,es ESP,DF,Marítimo,24,1996,4.4,0,1,0,0.0,0.23,0.00,0.00,,9.6,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,bfca375c
467,Safira,br BRA,FW,B-SAD,26,1995,16.1,7,30,7,23.3,1.86,0.43,0.13,0.57,14.5,1,3,3,5.5,3.1,0.10,+1.5,+0.9,Matches,bac8e258
468,Pierre Sagna,sn SEN,DF,Santa Clara,30,1990,11.5,0,3,1,33.3,0.26,0.09,0.00,0.00,16.7,2,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,da3f476b
469,Modibo Sagnan,fr FRA,DF,Tondela,22,1999,25.0,1,9,4,44.4,0.36,0.16,0.11,0.25,17.8,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches,76d679c7
470,Braima Sambú,pt POR,MF,B-SAD,20,2001,7.9,0,4,0,0.0,0.51,0.00,0.00,,28.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,f06ac466
471,Samu,pt POR,MF,Vizela,25,1996,27.4,4,57,22,38.6,2.08,0.80,0.07,0.18,20.9,1,0,0,3.7,3.7,0.07,+0.3,+0.3,Matches,29b161e8
472,Samuel,br BRA,FWMF,Gil Vicente FC,21,1999,32.9,12,83,32,38.6,2.53,0.97,0.13,0.34,17.9,0,1,3,11.1,8.4,0.10,+0.9,+2.6,Matches,2a295d33
473,Sandro,br BRA,MFFW,B-SAD,32,1989,0.8,1,1,1,100.0,1.20,1.20,1.00,1.00,21.5,0,0,0,0.1,0.1,0.10,+0.9,+0.9,Matches,c1c2c925
474,Elder Santana,br BRA,FWMF,Gil Vicente FC,28,1993,3.7,2,16,7,43.8,4.31,1.89,0.13,0.29,12.1,0,0,0,1.4,1.4,0.09,+0.6,+0.6,Matches,dbaa6693
475,Adílio Santos,br BRA,FW,Arouca,28,1993,1.7,0,3,0,0.0,1.73,0.00,0.00,,14.9,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches,6ba91b57
476,Jeferson Santos,br BRA,MF,Portimonense,29,1992,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1adb7d23
477,Luís Santos,pt POR,MFDF,Boavista,21,2000,6.2,1,6,2,33.3,0.96,0.32,0.17,0.50,19.8,0,0,0,0.3,0.3,0.05,+0.7,+0.7,Matches,bc680074
478,Nuno Santos,pt POR,DFMF,Sporting CP,26,1995,23.4,6,46,16,34.8,1.97,0.68,0.13,0.38,19.4,1,0,0,5.3,5.3,0.12,+0.7,+0.7,Matches,a6ee4f55
479,Nuno Santos,pt POR,MFFW,Paços,22,1999,25.9,5,36,10,27.8,1.39,0.39,0.14,0.50,21.9,5,0,0,3.1,3.1,0.09,+1.9,+1.9,Matches,6fc57554
480,Pablo Santos,br BRA,DF,Moreirense,29,1992,13.6,1,9,5,55.6,0.66,0.37,0.11,0.20,10.9,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches,7a412c2d
481,Rafael Santos,pt POR,MF,B-SAD,24,1997,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c9972d2c
482,Yan Santos,br BRA,FWMF,Moreirense,22,1998,19.8,6,38,11,28.9,1.92,0.56,0.11,0.36,21.5,3,2,3,6.6,4.3,0.11,-0.6,-0.3,Matches,d44efa12
483,Zaidu Sanusi,ng NGA,DF,Porto,24,1997,19.0,3,14,3,21.4,0.74,0.16,0.21,1.00,17.8,0,0,0,2.7,2.7,0.19,+0.3,+0.3,Matches,24051310
484,Adewele Sapara,ng NGA,MFDF,Portimonense,26,1995,0.6,0,3,1,33.3,4.66,1.55,0.00,0.00,22.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,0387fc57
485,Pablo Sarabia,es ESP,MFFW,Sporting CP,29,1992,23.0,15,64,35,54.7,2.78,1.52,0.16,0.29,16.5,4,5,5,12.1,8.2,0.13,+2.9,+1.8,Matches,9744ff80
486,Andrés Sarmiento,co COL,FW,Vizela,23,1998,1.6,0,4,3,75.0,2.52,1.89,0.00,0.00,19.0,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches,751faa38
487,Gustavo Sauer,br BRA,FWMF,Boavista,28,1993,25.5,6,54,17,31.5,2.12,0.67,0.07,0.24,26.8,7,2,2,4.4,2.8,0.05,+1.6,+1.2,Matches,fd53959e
488,Guilherme Schettine,br BRA,FW,Vizela,25,1995,16.9,8,45,14,31.1,2.67,0.83,0.16,0.50,17.2,3,1,1,6.9,6.1,0.14,+1.1,+0.9,Matches,6b074beb
489,Haris Seferović,ch SUI,FW,Benfica,29,1992,4.4,3,16,7,43.8,3.66,1.60,0.13,0.29,11.5,0,1,1,3.5,2.7,0.17,-0.5,-0.7,Matches,a45eac1f
490,Alfa Semedo,gw GNB,MF,Vitória,23,1997,16.4,0,21,7,33.3,1.28,0.43,0.00,0.00,21.2,0,0,0,1.5,1.5,0.07,-1.5,-1.5,Matches,07750704
491,Rúben Semedo,pt POR,DF,Porto,27,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c904f3d5
492,Nuno Sequeira,pt POR,DF,Braga,30,1990,4.9,0,1,0,0.0,0.21,0.00,0.00,,32.8,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,7a2cf111
493,Paulo Sérgio Mota,pt POR,DFMF,Moreirense,30,1991,25.7,1,24,7,29.2,0.93,0.27,0.04,0.14,18.0,0,0,0,1.5,1.5,0.06,-0.5,-0.5,Matches,1c235226
494,André Silva,br BRA,FW,Arouca,24,1997,28.1,9,74,23,31.1,2.63,0.82,0.12,0.39,20.4,8,0,0,5.7,5.7,0.08,+3.3,+3.3,Matches,dde93e2c
495,Bernardo Silva,pt POR,DF,Famalicão,20,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5da1a8b1
496,Diogo Silva,br BRA,DF,Gil Vicente FC,26,1995,2.5,0,1,1,100.0,0.40,0.40,0.00,0.00,8.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,26328b22
497,João Miguel Macedo Silva,pt POR,GK,Marítimo,26,1995,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1c98558c
498,João Pedro Sousa Silva,pt POR,FWMF,Paços,24,1996,5.6,0,15,3,20.0,2.66,0.53,0.00,0.00,14.5,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches,0629941f
499,Jorge Fernando Santos Silva,pt POR,DF,Paços,25,1996,4.5,0,1,1,100.0,0.22,0.22,0.00,0.00,14.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,4851e9ca
500,Leandro Miguel Pereira Silva,pt POR,MF,Arouca,27,1994,24.4,1,19,6,31.6,0.78,0.25,0.05,0.17,26.9,2,0,0,0.9,0.9,0.05,+0.1,+0.1,Matches,0488e49f
501,Lucas Silva,br BRA,FWMF,Paços,23,1998,21.1,3,45,7,15.6,2.14,0.33,0.07,0.43,17.6,0,0,0,4.5,4.5,0.10,-1.5,-1.5,Matches,aa47c6ce
502,Matheus Silva,br BRA,DFMF,Moreirense,23,1997,5.3,0,3,1,33.3,0.56,0.19,0.00,0.00,13.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,79ccb6eb
503,Pedro Manuel da Silva Moreira,pt POR,MF,Arouca,32,1989,19.1,0,12,3,25.0,0.63,0.16,0.00,0.00,16.5,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches,8f025475
504,Pedro José Moreira Silva,pt POR,GK,Vizela,24,1997,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f829f728
505,Rafa Silva,pt POR,MFFW,Benfica,28,1993,22.6,8,49,16,32.7,2.17,0.71,0.16,0.50,16.6,0,0,0,8.3,8.3,0.17,-0.3,-0.3,Matches,70cf63ca
506,Raul Silva,br BRA,DF,Estoril,31,1989,5.6,0,3,0,0.0,0.54,0.00,0.00,,20.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,b3aed40d
507,Raul Silva,br BRA,DF,Braga,31,1989,5.7,2,5,4,80.0,0.87,0.70,0.40,0.50,8.7,0,0,0,1.0,1.0,0.20,+1.0,+1.0,Matches,b3aed40d
508,Tiago Silva,pt POR,MF,Vitória,28,1993,21.9,3,26,7,26.9,1.19,0.32,0.04,0.14,26.4,2,2,2,2.5,1.4,0.05,+0.5,-0.4,Matches,44d0de01
509,Sílvio,pt POR,DF,Vitória,33,1987,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ec6e2549
510,David Simão,pt POR,MF,Arouca,31,1990,12.5,1,12,2,16.7,0.96,0.16,0.08,0.50,26.1,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches,fcef3903
511,Eduardo Simões,pt POR,DF,Tondela,19,2002,17.1,2,7,4,57.1,0.41,0.23,0.29,0.50,11.4,0,0,0,1.8,1.8,0.26,+0.2,+0.2,Matches,7ec723b7
512,Sphephelo Sithole,za RSA,MF,B-SAD,22,1999,16.6,0,6,0,0.0,0.36,0.00,0.00,,27.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,33bcd4b3
513,Islam Slimani,dz ALG,FW,Sporting CP,33,1988,4.8,4,14,5,35.7,2.90,1.04,0.29,0.80,11.5,0,0,0,3.8,3.8,0.27,+0.2,+0.2,Matches,ffec9769
514,Eduardo Soares,pt POR,FW,Braga,19,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bb2265fb
515,Everton Soares,br BRA,MFFW,Benfica,25,1996,17.8,3,38,11,28.9,2.13,0.62,0.08,0.27,19.0,0,0,0,3.0,3.0,0.08,0.0,0.0,Matches,b1cbc666
516,Filipe Soares,pt POR,MF,Moreirense,22,1999,11.2,0,16,2,12.5,1.43,0.18,0.00,0.00,23.5,0,0,0,2.1,2.1,0.13,-2.1,-2.1,Matches,c6a3b58d
517,Marco Soares,cv CPV,FWMF,Arouca,37,1984,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2b2ce85a
518,Rafa Soares,pt POR,DF,Vitória,26,1995,28.2,1,25,13,52.0,0.89,0.46,0.04,0.08,16.1,1,0,0,2.1,2.1,0.08,-1.1,-1.1,Matches,062fc2e6
519,Tim Söderström,se SWE,DF,Marítimo,27,1994,0.8,0,1,1,100.0,1.32,1.32,0.00,0.00,8.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,f162adb9
520,Carles Soria,es ESP,DF,Estoril,24,1996,20.2,0,10,3,30.0,0.50,0.15,0.00,0.00,17.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,128a19d7
521,Afonso Sousa,pt POR,MFFW,B-SAD,21,2000,25.1,1,41,11,26.8,1.63,0.44,0.02,0.09,23.4,0,0,0,3.1,3.1,0.08,-2.1,-2.1,Matches,f3f47ebd
522,César Sousa,ao ANG,MF,B-SAD,21,2000,5.4,0,7,2,28.6,1.30,0.37,0.00,0.00,21.2,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,e0581847
523,Miguel Sousa,pt POR,MF,Marítimo,22,1998,3.1,0,3,0,0.0,0.96,0.00,0.00,,29.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,ee784cc2
524,Claudemir de Souza,br BRA,MF,Vizela,33,1988,22.3,0,5,0,0.0,0.22,0.00,0.00,,18.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,1b033987
525,Adel Taarabt,ma MAR,MF,Benfica,32,1989,9.6,1,12,5,41.7,1.25,0.52,0.08,0.20,28.0,1,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches,47dc80f5
526,Bruno Tabata,,FWMF,Sporting CP,24,1997,4.5,3,13,5,38.5,2.90,1.11,0.15,0.40,17.8,0,1,1,2.4,1.7,0.13,+0.6,+0.3,Matches,2e0f6a18
527,Kyosuke Tagawa,jp JPN,FWMF,Santa Clara,22,1999,5.4,5,13,6,46.2,2.43,1.12,0.38,0.83,12.7,0,0,0,3.1,3.1,0.24,+1.9,+1.9,Matches,37d01ca3
